,token 0,token 1,token 2,token 3,token 4,token 5,token 6,token 7
0,היא,הגוף,המטפל,בכל,הפניות,הנוגעות,לטיפול,הרפואי
1,,,,,,,,
,lemma 0,lemma 1,lemma 2,lemma 3,lemma 4,lemma 5,lemma 6,lemma 7,lemma 8,lemma 9,lemma 10,lemma 11,lemma 12,lemma 13,lemma 14,lemma 15
0,הוא,ה,גוף,ה,טיפל,ב,כול,ה,פנייה,ה,נגע,ל,ה,טיפול,ה,רפואי
1,,,,,,,,,,,,,,,,
,segment 0,segment 1,segment 2,segment 3,segment 4,segment 5,segment 6,segment 7,segment 8,segment 9,segment 10,segment 11,segment 12,segment 13,segment 14,segment 15
0,היא,ה,גוף,ה,מטפל,ב,כל,ה,פניות,ה,נוגעות,ל,ה,טיפול,ה,רפואי
1,,,,,,,,,,,,,,,,
,num,word,lemma,pos,pos_2,empty,dependency_arc,dependency_part,dependency_arc_2,dependency_part_2
0,1,היא,הוא,PRP,PRP,gen=F|num=S|per=3,3,subj,_,_
1,2,ה,ה,DEF,DEF,,3,def,_,_
2,3,גוף,גוף,NN,NN,gen=M|num=S,0,ROOT,_,_
3,4,ה,ה,REL,REL,,3,rcmod,_,_
4,5,מטפל,טיפל,BN,BN,gen=M|num=S|per=A,4,relcomp,_,_
5,6,ב,ב,PREPOSITION,PREPOSITION,,5,comp,_,_
6,7,כל,כול,DTT,DTT,,9,det,_,_
7,8,ה,ה,DEF,DEF,,9,def,_,_
8,9,פניות,פנייה,NN,NN,gen=F|num=P,6,pobj,_,_
9,10,ה,ה,REL,REL,,9,rcmod,_,_
10,11,נוגעות,נגע,BN,BN,gen=F|num=P|per=A,10,relcomp,_,_
11,12,ל,ל,PREPOSITION,PREPOSITION,,11,comp,_,_
12,13,ה,ה,DEF,DEF,,14,def,_,_
13,14,טיפול,טיפול,NN,NN,gen=M|num=S,12,pobj,_,_
14,15,ה,ה,DEF,DEF,,16,def,_,_
15,16,רפואי,רפואי,JJ,JJ,gen=M|num=S,14,amod,_,_
16,,,,,,,,,,
,empty,gen,lemma,num,num_2,num_last,num_s_p,per,pos,pos_2,suf_gen,suf_num,suf_per,tense,word
32,BNT,3,טיפל,5,7,-1,S,A,BNT,-1,-1,-1,-1,-1,מטפל
33,VB,3,טיפל,6,7,-1,S,A,VB,-1,-1,-1,-1,BEINONI,מטפל
34,BN,3,טיפל,6,7,-1,S,A,BN,-1,-1,-1,-1,-1,מטפל
35,NN,3,מטפל,6,7,-1,S,-1,NN,-1,-1,-1,-1,-1,מטפל
36,NNT,3,מטפל,6,7,-1,S,-1,NNT,-1,-1,-1,-1,-1,מטפל
37,BNT,3,טיפל,6,7,-1,S,A,BNT,-1,-1,-1,-1,-1,מטפל
38,PREPOSITION,4,ב,7,8,-1,-1,-1,PREPOSITION,-1,-1,-1,-1,-1,ב
39,NNP,4,בכל,7,10,-1,S,-1,NNP,-1,-1,-1,-1,-1,בכל
40,NN,4,בכל,7,10,-1,S,-1,NN,-1,-1,-1,-1,-1,בכל
41,NN,4,בכל,7,10,-1,S,-1,NN,-1,-1,-1,-1,-1,בכל
42,NNP,4,בכל,7,10,-1,S,-1,NNP,-1,-1,-1,-1,-1,בכל
43,NNP,4,בכל,7,10,-1,S,-1,NNP,-1,-1,-1,-1,-1,בכל
44,NNP,4,בכל,7,10,-1,-1,-1,NNP,-1,-1,-1,-1,-1,בכל
45,NN,4,בכל,7,10,-1,P,-1,NN,-1,-1,-1,-1,-1,בכל
46,NN,4,בכל,7,10,-1,S,-1,NN,-1,-1,-1,-1,-1,בכל
47,NN,4,בכל,7,10,-1,P,-1,NN,-1,-1,-1,-1,-1,בכל
48,DEF,4,ה,8,9,-1,-1,-1,DEF,-1,-1,-1,-1,-1,ה
49,DTT,4,כול,8,10,-1,-1,-1,DTT,-1,-1,-1,-1,-1,כל
50,DTT,4,כול,9,10,-1,-1,-1,DTT,-1,-1,-1,-1,-1,כל
51,DEF,5,ה,10,11,-1,-1,-1,DEF,-1,-1,-1,-1,-1,ה
52,REL,5,ה,10,12,-1,-1,-1,REL,-1,-1,-1,-1,-1,ה
53,NNT,5,הפניה,10,13,-1,P,-1,NNT,-1,-1,-1,-1,-1,הפניות
54,NN,5,הפניה,10,13,-1,P,-1,NN,-1,-1,-1,-1,-1,הפניות
55,NNT,5,פנייה,11,13,-1,P,-1,NNT,-1,-1,-1,-1,-1,פניות
56,NN,5,פנייה,11,13,-1,P,-1,NN,-1,-1,-1,-1,-1,פניות
57,NNT,5,פנייה,12,13,-1,P,-1,NNT,-1,-1,-1,-1,-1,פניות
58,NN,5,פנייה,12,13,-1,P,-1,NN,-1,-1,-1,-1,-1,פניות
59,DEF,6,ה,13,14,-1,-1,-1,DEF,-1,-1,-1,-1,-1,ה
60,REL,6,ה,13,15,-1,-1,-1,REL,-1,-1,-1,-1,-1,ה
61,NNP,6,הנוגעות,13,16,-1,S,-1,NNP,-1,-1,-1,-1,-1,הנוגעות
62,NN,6,הנוגעות,13,16,-1,S,-1,NN,-1,-1,-1,-1,-1,הנוגעות
63,NN,6,הנוגעות,13,16,-1,S,-1,NN,-1,-1,-1,-1,-1,הנוגעות
64,NNP,6,הנוגעות,13,16,-1,S,-1,NNP,-1,-1,-1,-1,-1,הנוגעות
65,NNP,6,הנוגעות,13,16,-1,-1,-1,NNP,-1,-1,-1,-1,-1,הנוגעות
66,NNP,6,הנוגעות,13,16,-1,S,-1,NNP,-1,-1,-1,-1,-1,הנוגעות
67,NN,6,הנוגעות,13,16,-1,P,-1,NN,-1,-1,-1,-1,-1,הנוגעות
68,NN,6,הנוגעות,13,16,-1,S,-1,NN,-1,-1,-1,-1,-1,הנוגעות
69,NN,6,הנוגעות,13,16,-1,P,-1,NN,-1,-1,-1,-1,-1,הנוגעות
70,VB,6,נגע,14,16,-1,P,A,VB,-1,-1,-1,-1,BEINONI,נוגעות
71,BN,6,נגע,14,16,-1,P,A,BN,-1,-1,-1,-1,-1,נוגעות
72,BNT,6,נגע,14,16,-1,P,A,BNT,-1,-1,-1,-1,-1,נוגעות
73,VB,6,נגע,15,16,-1,P,A,VB,-1,-1,-1,-1,BEINONI,נוגעות
74,BN,6,נגע,15,16,-1,P,A,BN,-1,-1,-1,-1,-1,נוגעות
75,BNT,6,נגע,15,16,-1,P,A,BNT,-1,-1,-1,-1,-1,נוגעות
76,PREPOSITION,7,ל,16,17,-1,-1,-1,PREPOSITION,-1,-1,-1,-1,-1,ל
77,NNP,7,לטיפול,16,19,-1,S,-1,NNP,-1,-1,-1,-1,-1,לטיפול
78,NN,7,לטיפול,16,19,-1,S,-1,NN,-1,-1,-1,-1,-1,לטיפול
79,NN,7,לטיפול,16,19,-1,S,-1,NN,-1,-1,-1,-1,-1,לטיפול
80,NNP,7,לטיפול,16,19,-1,S,-1,NNP,-1,-1,-1,-1,-1,לטיפול
81,NNP,7,לטיפול,16,19,-1,S,-1,NNP,-1,-1,-1,-1,-1,לטיפול
82,NNP,7,לטיפול,16,19,-1,-1,-1,NNP,-1,-1,-1,-1,-1,לטיפול
83,NN,7,לטיפול,16,19,-1,P,-1,NN,-1,-1,-1,-1,-1,לטיפול
84,NN,7,לטיפול,16,19,-1,S,-1,NN,-1,-1,-1,-1,-1,לטיפול
85,NN,7,לטיפול,16,19,-1,P,-1,NN,-1,-1,-1,-1,-1,לטיפול
86,DEF,7,ה,17,18,-1,-1,-1,DEF,-1,-1,-1,-1,-1,ה
87,NN,7,טיפול,17,19,-1,S,-1,NN,-1,-1,-1,-1,-1,טיפול
88,NNT,7,טיפול,17,19,-1,S,-1,NNT,-1,-1,-1,-1,-1,טיפול
89,NNT,7,טיפול,18,19,-1,S,-1,NNT,-1,-1,-1,-1,-1,טיפול
90,NN,7,טיפול,18,19,-1,S,-1,NN,-1,-1,-1,-1,-1,טיפול
91,DEF,8,ה,19,20,-1,-1,-1,DEF,-1,-1,-1,-1,-1,ה
92,REL,8,ה,19,21,-1,-1,-1,REL,-1,-1,-1,-1,-1,ה
93,NNP,8,הרפואי,19,22,-1,S,-1,NNP,-1,-1,-1,-1,-1,הרפואי
94,NN,8,הרפואי,19,22,-1,S,-1,NN,-1,-1,-1,-1,-1,הרפואי
95,NN,8,הרפואי,19,22,-1,S,-1,NN,-1,-1,-1,-1,-1,הרפואי
96,NNP,8,הרפואי,19,22,-1,S,-1,NNP,-1,-1,-1,-1,-1,הרפואי
97,NNP,8,הרפואי,19,22,-1,-1,-1,NNP,-1,-1,-1,-1,-1,הרפואי
98,NNP,8,הרפואי,19,22,-1,S,-1,NNP,-1,-1,-1,-1,-1,הרפואי
99,NN,8,הרפואי,19,22,-1,P,-1,NN,-1,-1,-1,-1,-1,הרפואי
100,NN,8,הרפואי,19,22,-1,S,-1,NN,-1,-1,-1,-1,-1,הרפואי
101,NN,8,הרפואי,19,22,-1,P,-1,NN,-1,-1,-1,-1,-1,הרפואי
102,JJ,8,רפואי,20,22,-1,S,-1,JJ,-1,-1,-1,-1,-1,רפואי
103,JJ,8,רפואי,21,22,-1,S,-1,JJ,-1,-1,-1,-1,-1,רפואי
104,,,,,,,,,,,,,,,
,empty,gen,lemma,num,num_2,num_last,num_s_p,per,pos,pos_2,tense,word
0,-1,F,הוא,0,1,1,S,3,PRP,PRP,-1,היא
1,-1,-1,ה,1,2,2,-1,-1,DEF,DEF,-1,ה
2,-1,M,גוף,2,3,2,S,-1,NN,NN,-1,גוף
3,-1,-1,ה,3,4,3,-1,-1,REL,REL,-1,ה
4,-1,M,טיפל,4,5,3,S,A,BN,BN,-1,מטפל
5,-1,-1,ב,5,6,4,-1,-1,PREPOSITION,PREPOSITION,-1,ב
6,-1,-1,כול,6,7,4,-1,-1,DTT,DTT,-1,כל
7,-1,-1,ה,7,8,5,-1,-1,DEF,DEF,-1,ה
8,-1,F,פנייה,8,9,5,P,-1,NN,NN,-1,פניות
9,-1,-1,ה,9,10,6,-1,-1,REL,REL,-1,ה
10,-1,F,נגע,10,11,6,P,A,BN,BN,-1,נוגעות
11,-1,-1,ל,11,12,7,-1,-1,PREPOSITION,PREPOSITION,-1,ל
12,-1,-1,ה,12,13,7,-1,-1,DEF,DEF,-1,ה
13,-1,M,טיפול,13,14,7,S,-1,NN,NN,-1,טיפול
14,-1,-1,ה,14,15,8,-1,-1,DEF,DEF,-1,ה
15,-1,M,רפואי,15,16,8,S,-1,JJ,JJ,-1,רפואי
16,,,,,,,,,,,,
